Model Year,Electric Range,Base MSRP,Electric_utility_availability
1.0,0.5163768709155443,0.12585547182741452,-0.0031984394032752465
0.5163768709155443,1.0,0.4290117711688566,-0.0034368214248498103
0.12585547182741452,0.4290117711688566,1.0,0.014543644513144117
-0.0031984394032752465,-0.0034368214248498103,0.014543644513144117,1.0
